commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,tcmt,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr
0030da605c30bbf3b1424aae86bbdc07ff7c50c2,1285799076,,,173,52,4,3,1,0.752074284,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0038e3818393415fc9628aef2747136a626682ee,1341252518,,,23,17,3,3,1,0.180696362,TRUE,5,318441,30,19,FALSE,69,283118.3333,234,4,44,622,622,44,622,622,27,536,536,0.015677492,0.300671892,0.300671892
0043044f2e8ee3de8a9995bdbf51aad77f1a3fa9,1373357890,3,,580,283,8,5,1,0.849501875,TRUE,2,112913,12,4,FALSE,5,280556.5,7,2,5,685,687,5,662,664,2,42,43,0.06,0.86,0.88
0044a90a7409c5b004cc2d0cc56f6afeaf54ccf9,1409533251,,,45,3,6,5,1,0.787544732,TRUE,6,6657471,59,21,FALSE,49,2213113.167,118,4,27,3202,3216,27,2330,2344,15,3061,3064,0.001994764,0.381747912,0.38212193
004704f0fec2280f75ec0cf9757008228b01410d,1291052254,,,62,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0049967a874a3dca7c6ab8e8e84ca7dea21dc0b2,1395160653,0,1,29,12,2,2,1,0.999570839,TRUE,4,146993,41,5,FALSE,12,4829516,22,3,22,1561,1563,22,1286,1288,17,826,827,0.018072289,0.830321285,0.831325301
0053b776276e9cac617c812931c248be7e49fea2,1300244409,,,179,60,3,3,1,0.836215634,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0057aed72c6e92fbc7bfe27eb9a30f191eed3fd4,1380799475,0,,2,2,1,1,1,0,TRUE,3,619709,16,9,FALSE,6,311548,13,3,568,786,812,432,601,620,434,449,473,0.444785276,0.460122699,0.484662577
005879ee07c9c02de9d8c47215600f1d36afa41b,1379611760,,,0,0,10,3,1,0,TRUE,2,5512,7,2,FALSE,7,2350903,8,2,26,1022,1027,26,971,976,25,294,298,0.072022161,0.817174515,0.828254848
00592cfa0b90c66682be2bc31428277c35a35c48,1331588951,,,2,2,2,1,1,1,TRUE,1,3361,7,5,FALSE,33,258411.5,104,3,75,628,673,75,628,673,71,595,636,0.063436123,0.525110132,0.56123348
005a4e645f8e913c673c6ba07e7b0c8c54f33e1c,1292962649,,,71,39,6,4,1,0.881834254,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
005b9950ac84bf3ae06c24ee018f192064060428,1367521170,,,3,2,1,1,1,0,TRUE,3,1594747,15,7,FALSE,4,6045967,10,3,16,874,886,16,684,696,15,836,847,0.00360604,0.188640974,0.191120126
005ef0796270cb6238dc9863b468b0f1d7026e7c,1358916201,,,39,5,3,2,1,0.763995628,TRUE,10,2008805,61,21,FALSE,17,991240.3333,32,3,5,1400,1404,5,1289,1293,5,1210,1214,0.001645188,0.332053743,0.333150535
005ff1100a11c83808471ece313d0f9001f4653c,1374603627,,,132,201,2,1,1,0.909022156,TRUE,7,784612,44,15,FALSE,17,994879.5,35,3,3,812,815,3,778,781,0,673,673,0.001329787,0.896276596,0.896276596
0061c0ce4443395a258a99c70e1c1a7d0435e84e,1340028045,1,,462,1,4,3,1,0.584158393,TRUE,21,-32841526,82,30,FALSE,2,50945,2,3,15,53,55,15,53,55,14,45,46,0.132743363,0.407079646,0.415929204
006254c5050176c9b569007f6ef7203e6067215d,1344016566,,,15,3,1,1,1,0,TRUE,3,291966,20,4,FALSE,12,185436,24,2,799,880,880,797,878,878,304,346,346,0.707656613,0.805104408,0.805104408
0063d17d74111cb9732a17a81380b154ddce500b,1407984881,,,6,6,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0065859bd816f4efb90d05fb15d9640881157fab,1288105994,,,1,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
006627ed3ebe473984b0d8cdeb58ea4712e6f765,1394555229,,,54,49,2,2,1,0.799531811,TRUE,3,140478,31,8,FALSE,72,1331133,171,3,1126,3146,3717,947,2404,2852,1107,3070,3626,0.146502711,0.406055798,0.479571599
0066ed02d7c1dc097b2de887299bb0130cac7796,1283739668,,,37,29,3,3,3,0.246347867,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
006a3c43093ce3324173e0aed172a3be1396d5dc,1294352519,,,13,24,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
006a4e5e31a12d049c3d6308c3a2d73f57cd980f,1374767629,0,,15,3,2,2,1,0.99107606,TRUE,1,344624,8,4,FALSE,31,1365650,77,4,157,1328,1457,88,1119,1191,36,250,283,0.041526375,0.281705948,0.318742985
006d673d24778abe6c47e3ee7e1a19e163912440,1367348740,,,15,12,1,1,1,0,TRUE,2,253419,13,5,FALSE,4,4646786,5,4,572,607,607,569,603,603,453,477,477,0.91902834,0.967611336,0.967611336
006fea117307460544492a3548203a9ef31f34ba,1326777632,,,14,24,3,3,1,0.949157474,TRUE,1,47765,5,3,FALSE,19,248387.3333,37,3,1,158,158,1,158,158,1,152,152,0.003649635,0.27919708,0.27919708
0070b452f1c00817dd4a47deb57bfbe6b79c4152,1361547297,,,1793,106,26,12,1,0.68240965,TRUE,16,-11139800,119,48,FALSE,41,202273.8462,218,3,198,600,635,198,600,635,184,541,568,0.246995995,0.723631509,0.759679573
00774e360d7510bcac5713219d1a014670a1fc4e,1303246717,,,2,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00786bc554a2dfacb3c6f02fbb7e9c98f35d4262,1338278278,,,162,139,6,4,2,0.537909531,TRUE,2,140121,13,7,FALSE,61,295465,186,2,314,202,454,314,202,454,260,178,387,0.161210624,0.110562075,0.239654107
007992e57c064c90e6a09f8dac070d3b56dc72a0,1301671712,,,3,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
007a1856dd8b5a781a3abe312a023344995162d6,1347632012,,,12,6,1,1,1,0,TRUE,3,532526,19,5,FALSE,37,22610,74,2,0,1014,1014,0,1011,1011,0,827,827,0.000397931,0.329486669,0.329486669
007af8f35c7cb563e71e462a8f1ba0ced1b35299,1304629328,,,0,9,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
007c2802e542bf954f0aa5b589f2adc3a1bfa89a,1300308113,,,5,10,2,2,1,0.970950594,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
007ed9b6c825da482275b30f982eac46690337a3,1403584264,,,44,65,22,8,1,0.93814012,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
007efcab4b668e7a4b1d26ff274693824f6d7445,1314203165,,,5,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00808c08c6935872ad8842ce093b515b68bdf3de,1294687598,,,11,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
008c3836c95a0183b3e6397a69f1420b0e55ec99,1371785339,,,14,14,3,3,1,0.748040514,TRUE,3,1669221,26,9,FALSE,27,67022.33333,54,1,153,572,700,153,525,653,150,520,646,0.03041289,0.104934542,0.130312185
0093342106cc270859df0511dbefad8ec8fc2320,1293053493,,,4,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0094303e36cf1c01db539a1eea7771ebcb4d336a,1346864368,,,145,112,2,1,1,0.988073696,TRUE,1,5641,5,2,FALSE,4,5431534.5,10,2,338,167,486,337,167,485,3,1,4,0.036363636,0.018181818,0.045454545
0096ce10390af7a6a2fa3501c55cfbe447eb9ba8,1363684417,,,44,4,2,2,1,0.599314237,TRUE,3,-9297515,19,10,FALSE,3,496045,5,3,331,609,613,330,574,578,303,522,526,0.358068316,0.616018846,0.620730271
00971feed32d22ae9bc63aea716ecf4e972aee32,1277909186,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
009874210e818752d5f206df01313242c728e5f8,1308223750,,,2,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0098f12e8b1f035c7ecdb952cfcd4bbae86b6246,1367845613,,,1,0,1,1,1,0,TRUE,1,649652,7,4,FALSE,78,53300,239,5,1738,2204,3314,1443,1980,2876,1629,1836,2858,0.365881033,0.412345679,0.641750842
00a162c4d42a0f7813058d2ae5c3208b4f7a3157,1401242572,0,,825,87,9,4,2,0.644525015,TRUE,22,3442893,108,19,FALSE,36,4772791,94,1,7,566,569,7,460,463,7,561,564,0.008032129,0.564257028,0.567269076
00a17d33e206f3b2e7dd5f913f43641da3b8aa02,1311620022,,,72,4,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00a4f63f373af0b87c9c4ba8671720bb8324c80a,1339674144,,,2,3,1,1,1,0,TRUE,1,-33217270,8,4,FALSE,4,553804,4,3,17,64,68,17,62,66,16,50,53,0.163461538,0.490384615,0.519230769
00aabb21d773b0adea5fc8a0c2c1cd11db3044fe,1308697565,,,3,3,2,2,2,0.918295834,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00ab3d4f36a1e994698f7ab1ecada1cefa72e8db,1366428888,,,50,6,4,4,2,0.753695904,TRUE,2,829297,13,6,FALSE,38,1896954.75,95,2,248,225,390,204,222,345,242,217,380,0.552272727,0.495454545,0.865909091
00abbb4401c87cca9f1540d7be1c0119fc7aee44,1293746808,,,9,43,4,2,1,0.858158678,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00ac0d44a6818aa6f4fa2c77a9f4dff6fb2caed4,1296158389,,,38,11,3,3,3,0.863130959,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00ac2c725097567ab090079db799e70a6f549794,1325089072,,,2,2,1,1,1,0,TRUE,2,1178310,5,2,FALSE,2,1738681,1,4,127,335,335,127,335,335,25,103,103,0.228070175,0.912280702,0.912280702
00ac56a100ac7329a01b5f1fa336b99e64778eaf,1401120475,,1,16,4,4,3,1,0.960964047,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00aced0ec5ad9520614ba1846d061f9605ace758,1360611514,,,38,3,3,3,1,0.871599096,TRUE,10,255353,42,9,FALSE,72,3059808.667,183,4,136,984,1056,136,965,1037,134,904,975,0.035294118,0.236601307,0.255163399
00afd1dd9380455f54434a41775d13f9c5eb405f,1285969902,,,66,9,2,2,2,0.795040279,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00afedaec5c6544bf9ff982d5f9d8e7b6b2a4b19,1301361415,,,11,11,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00b5a4a1cb3b35aa07972ef93f12e86808111812,1281297732,,,13,9,2,1,1,0.976020648,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00c3cbe8621918fdd60f9068df2a41db52a7f76f,1315272028,,,0,0,2,2,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00c3fde8f841ae20810a8dc86d57f6231f2eba43,1351806741,,,5,2,2,2,2,0.863120569,TRUE,4,660368,17,9,FALSE,8,1126884,11,2,0,93,93,0,93,93,0,90,90,0.003831418,0.348659004,0.348659004
00c77e0e9af6ae16484e4bee5f33de1eeb812227,1329158817,,,24,18,2,2,1,0.526617066,TRUE,2,278570,9,4,FALSE,28,236682,61,3,14,644,649,14,643,648,14,532,537,0.018094089,0.642943305,0.648974668
00cb4efb489cce55aeab7a530012d3615552af89,1308259261,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00cc32ccf6847ef649fbb9c1905f823c91903f44,1367947330,,,1,1,1,1,1,0,TRUE,3,92514,13,5,FALSE,10,333088,19,2,204,119,304,156,119,256,92,90,164,0.117128463,0.114609572,0.207808564
00cebe1d57c7cfadc6017a65febd6188630b2456,1374560738,,,20,16,2,2,1,0.99107606,TRUE,1,648700,6,2,FALSE,5,1392878.5,8,2,133,353,449,133,347,443,45,343,351,0.008586896,0.064215046,0.065708419
00d65fa8bf83c2e9e5937108cbbf096918bbd23f,1343179910,,,11,6,1,1,1,0,TRUE,4,57411,17,7,FALSE,1,1229338,2,3,66,723,759,66,723,759,32,514,535,0.01674277,0.261288686,0.271943176
00d8c334bbfaef3ffec4b04b494e609740b96253,1411716367,,,9,3,3,3,1,0.94639463,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00dd97c7e9a852f4abd6e8460a0d094c01d3d0ba,1347205765,1,,103,56,5,4,1,0.574483013,TRUE,3,-25781966,21,7,FALSE,21,298129.8,69,2,42,217,231,42,217,231,40,209,222,0.128125,0.65625,0.696875
00ecd70fa6ec5a6d4f8444472f7fab20174815b3,1282847285,,,37,29,5,4,1,0.264386963,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00f0b170ec15299b20c345fa1f66f21185c2dc79,1345050439,,,20,15,4,3,1,0.729140648,TRUE,2,30452,26,15,FALSE,35,123583,82,2,318,1554,1742,317,1553,1740,235,1473,1582,0.104286346,0.651347768,0.69951392
00f329d479564ad8349ed32a27990da2ed3a396e,1291934183,,,3,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00f5125745dc72afbc9aeade8b780d7a3be49a30,1394439616,,1,5,1,2,2,1,1,TRUE,1,1043663,33,15,FALSE,145,299896,602,6,13,3628,3632,13,3038,3042,8,2650,2650,0.001192053,0.351125828,0.351125828
00f66513690153125713fa4c48907387d8321b4a,1360076041,,,26,3,3,3,1,0.710182863,TRUE,2,139953,9,2,FALSE,76,18826,239,2,265,1512,1692,244,1343,1507,228,1308,1458,0.060839532,0.347768332,0.387619554
00f785dab7d269b9baf403f51bc1d4b2ea1dc06a,1297811417,,,2,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00f9d718d2d746ca8664290b79c852bb91fca1cc,1377899815,,,9,9,3,3,1,0.905712598,TRUE,6,865728,38,14,FALSE,34,6449,127,3,53,360,412,53,342,394,2,295,296,0.005235602,0.516579407,0.518324607
00fad85ac9cacf71f069ec6b9c9c7e974a9d9edd,1301505527,,,108,30,6,5,1,0.865738903,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00fca51036ac377f083613c03a25c3e8e5b077db,1394579553,,,83,0,7,7,1,0.812431033,TRUE,6,3595106,70,19,FALSE,193,92664.14286,681,4,716,4018,4371,611,3387,3678,211,2865,2966,0.027986799,0.378349835,0.391683168
00fcb54769fdbe8828d7bd52a6636ffc5ad6c862,1311367756,,,1,60,3,3,1,0.929926679,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
00ff9367f25d34ea43aceb40a6146d8d53e5c06f,1379572499,,,10,2,2,2,1,0.979868757,TRUE,9,17524287,54,19,FALSE,23,241535,46,2,8,303,307,8,230,234,5,170,171,0.00625,0.178125,0.179166667
01033f5c64be116b28f5e6f11622ffb507d0ed29,1410252888,,,0,2,2,2,1,1,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
01051c71c8f405e9f40a088509d09f171aea1c7d,1302109639,,,20,0,2,2,1,0.970950594,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
01059884b3059b0ab30b2de5918471dca4bba850,1284660849,,,38,0,2,2,2,0.629249224,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0107ce638b5c75bf112d74aab62914ffa5033a96,1370611853,,,0,1,1,1,1,0,TRUE,2,362972,16,6,FALSE,62,92524,223,3,75,2054,2088,70,1694,1725,70,1811,1841,0.01485045,0.379000209,0.385275047
0109231fcdb3c9e850afef82ba27090a4a0178af,1362403264,1,,101,9,9,5,1,0.720171746,TRUE,6,-10201285,39,18,FALSE,31,208716.8889,112,2,207,622,661,207,622,661,193,561,592,0.244949495,0.70959596,0.748737374
0109cc967c0a8adb9073b6e89276312cb5a95bc4,1369770429,1,,135,64,9,5,1,0.736587218,TRUE,8,639354,34,12,FALSE,0,0,0,5,10,458,460,10,452,454,0,8,8,0.090909091,0.818181818,0.818181818
010a1d2b49f50d7cd763b3789bfd2d6789e2279b,1284024211,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
010bd1f392e67a6fcd276593b8c79acfe41d1cc7,1378720692,3,,111,16,2,2,1,0.976210142,TRUE,12,17838304,77,37,FALSE,5,1058616.5,6,5,97,1220,1223,66,1097,1100,7,273,273,0.026578073,0.910299003,0.910299003
010c0801bdf6172690451c4e4364af7196f8e54f,1389163821,,,388,222,17,10,1,0.929387201,TRUE,25,10158310,118,29,FALSE,62,534674.7647,224,2,11,392,394,11,299,301,11,268,270,0.010889292,0.244101633,0.245916515
010e9dbd124060a6f75722aa146fde0f3ff69ab7,1397253143,,,22,37,4,2,1,0.546549931,TRUE,9,457430,64,15,FALSE,48,940849.75,202,4,1200,3933,4482,995,2977,3417,1181,3503,4037,0.15167458,0.449634287,0.518157321
010f130acee3e5253a0c687aaf6ee8849e099982,1374776455,,,1,1,1,1,1,0,TRUE,5,360122,22,10,FALSE,31,166328,70,2,17,2098,2115,17,1703,1720,2,1860,1862,0.000556277,0.345076952,0.345447803
010f8b14041090fe8a1ea57956b8d66dc382ecfe,1331157487,,,3,10,6,3,1,0.895883144,TRUE,2,70406,8,6,FALSE,42,63168,129,3,211,595,708,211,595,708,194,503,603,0.18258427,0.471910112,0.565543071
010fe685e50a3680d8c8b9b6602677df90e815b3,1379327003,,,170,26,4,2,1,0.937904215,TRUE,11,1217297,58,16,FALSE,3,1034078.25,5,4,4,626,628,4,607,609,2,567,567,0.003009027,0.569709127,0.569709127
0110cd7c0da1ba42df891f1d61e9dc2f2e7fe42b,1412627081,,,3,3,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0113250ccc3f1d0280bef849b338bba55977f5ba,1403676763,,,125,76,21,14,1,0.842168091,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0114eec76754c5759c438b47477b077f21196432,1296000280,,,19,8,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
01150b5d0d482a83a1065c2a6d62f4963c9f838d,1320440437,,,3,0,1,1,1,0,TRUE,1,4208253,11,8,FALSE,3,784982,3,6,55,126,128,55,126,128,36,76,76,0.224242424,0.466666667,0.466666667
0118103eec9f770fd9013d61f17865598db3737e,1393392484,,,200,58,13,7,1,0.827870607,TRUE,11,3596793,56,14,FALSE,58,972798.2308,158,2,77,332,373,54,228,255,60,209,236,0.052047782,0.179180887,0.20221843
01194b356e39e3b0affca67015efb7634bf28697,1380128821,,,15,0,2,2,1,0.836640742,TRUE,4,1385738,20,7,FALSE,8,694280,9,3,207,995,995,149,882,882,6,293,293,0.018276762,0.767624021,0.767624021
011a27455441f2fb5260aa8821b52b553ea40ba4,1277349116,,,2,0,2,2,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
011d99f300ea5d5f4ce48023bd04a795a4872287,1369792347,3,1,87,47,2,2,1,0.963535984,TRUE,35,24155803,286,97,FALSE,1,2387698.5,1,13,1,746,746,1,737,737,0,10,10,0.083333333,0.916666667,0.916666667
011e6353afbd662d3f53454e6ef96829c0705b8d,1371796986,,,15,15,3,3,1,0.742402213,TRUE,5,1933988,32,5,FALSE,26,1472,55,1,158,1277,1371,158,1191,1285,155,1196,1288,0.031369395,0.240699779,0.259199678
0123dea839816b5618b1ab4492867aa347c225fe,1361231250,,,0,24,4,4,1,0.775549086,TRUE,1,32136,5,3,FALSE,115,42672.5,425,3,414,2002,2223,395,1810,2018,371,1750,1949,0.095360164,0.448859267,0.499871828
0125cf7815acb677b619905e2d9d258a9bae1c48,1407713999,,1,3,2,2,2,1,0.721928095,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
012a5878737f8648e99c9ae9b84d3a86ee86131d,1301357054,,,46,18,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
012c94e5304b9e00477409b92bf73f4316b19260,1300730215,,,0,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
012e47f820f1e213297c687f17159794e371823e,1356329721,,,0,6,1,1,1,0,TRUE,5,-16177085,39,15,FALSE,16,8735,45,2,136,433,507,135,433,506,67,398,406,0.125693161,0.737523105,0.752310536
01307fd46ff90d08fa2bb06b04f26919bf6c28d7,1310483715,,,3,2,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0130bb3d14e9e2db800ea0b15a48570085989521,1310140757,,,15,4,2,2,1,0.998000884,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0132be46bc9b4bb1b3bf77a623cc1d3b7e9307ea,1390969859,,,5,36,3,3,1,0.775002044,TRUE,2,172203,22,4,FALSE,33,914923.6667,105,3,1127,1440,1440,942,1255,1255,983,989,989,0.719298246,0.723684211,0.723684211
0135c4265380988a5a02b1cefa837b919fd1a8f4,1320939187,,,39,121,4,3,1,0.692712719,TRUE,3,9270,7,2,TRUE,4,49804,7,1,171,171,171,170,170,170,57,57,57,0.682352941,0.682352941,0.682352941
01381b8ea026c5534e63237dba6541d5760e208b,1401607741,,,1,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0138c728549a9e565f695e33e1090b52541cd59d,1301324728,,,40,14,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
013e3b2b1bd8c82a05062bce186d240ffd42bd42,1386798761,,,39,39,4,4,1,0.821185724,TRUE,1,2987055,8,5,FALSE,199,49,704,5,74,3508,3571,74,2739,2802,20,2457,2469,0.003072871,0.359672227,0.361428153
01410c685080c9d700278fc430cc004fa112d783,1395112722,,,46,3,3,3,2,0.461089461,TRUE,1,269077,18,2,FALSE,38,897737,150,2,209,618,720,171,520,588,151,613,657,0.162219851,0.655282818,0.702241195
014499acf5d6d6a557c9415aa49c536817a02a0a,1361478518,,,9,0,2,2,1,0.99107606,TRUE,2,111554,12,5,FALSE,3,1866716,4,2,485,1108,1526,434,1098,1465,345,1051,1335,0.087417888,0.265790803,0.337544214
0144e71b5cd1bb7c7e4ab82652e94dfe0dbfad40,1403720642,,,62,41,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0149b760b686465aaa7d68a1411713207becd035,1293049160,,,2,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
0149e962d49e7b3b46c088796df509da47293da4,1294983803,,,118,21,2,2,2,0.996973757,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
014d3f9ee378a0c621c2ad1fad4c7338349b98ff,1341695417,,,259,46,6,5,3,0.607465114,TRUE,10,3983952,40,12,FALSE,50,1598164.667,125,2,57,814,847,57,813,846,25,279,293,0.054279749,0.584551148,0.613778706
014f67a2769720f4833bba74343cedf0e894151c,1328049743,,,1,1,1,1,1,0,TRUE,2,82591,9,4,FALSE,32,10451,42,3,28,352,366,28,352,366,20,273,282,0.030567686,0.398835517,0.411935953
015555acb75ee4d9298915951d2bfaf0d19d2b02,1386147080,2,1,498,219,4,2,1,0.471721032,TRUE,52,4688621,249,50,FALSE,8,480479.25,18,2,52,441,481,48,440,476,45,414,450,0.037704918,0.340163934,0.369672131
0156ec175cc047826b211727d43d5d14a3e1f2d2,1361800254,,,32,13,10,9,1,0.752589132,TRUE,1,-11005867,11,5,FALSE,39,242937.1,248,3,65,594,611,65,580,597,64,543,560,0.085865258,0.718626156,0.741083223
0158304b1dccf56a98194948a8b8bb803c117a44,1363701979,,,62,0,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
015900b215805808d8cc3138b0f4deb2c0941f76,1298446252,,,0,1,1,1,1,0,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,
